postcode,EstimatedPopulation2017,CensusPopulation2011,Aged00to04,Aged05to09,Aged10to14,Aged15to19,Aged20to24,Aged25to29,Aged30to34,Aged35to39,Aged40to44,Aged45to49,Aged50to54,Aged55to59,Aged60to64,Aged65to69,Aged70to74,Aged75to79,Aged80to84,Aged85plus,RelativeSEAdDisad_1,RelativeSEAdDisad_2,RelativeSEAdDisad_3,RelativeSEAdDisad_4,RelativeSEAdDisad_5,RelativeSEAdDisad_6,RelativeSEAdDisad_7,RelativeSEAdDisad_8,RelativeSEAdDisad_9,RelativeSEAdDisad_10,RelativeSEAdDisad_WeightedAverage
2102,7752.28,5901.67,0.09,0.08,0.08,0.05,0.04,0.02,0.04,0.10,0.09,0.07,0.07,0.07,0.04,0.04,0.04,0.03,0.03,0.03,,,,,,,1248.28,534.16,1668.08,4301.76,9.16
2103,10887.04,10171.34,0.05,0.06,0.07,0.06,0.04,0.03,0.04,0.07,0.08,0.08,0.07,0.08,0.05,0.05,0.05,0.04,0.04,0.04,,,,,,748.80,,4054.54,4019.95,2059.17,8.61
2104,4346.41,3389.96,0.03,0.04,0.04,0.05,0.02,0.03,0.01,0.02,0.04,0.05,0.09,0.07,0.08,0.08,0.10,0.06,0.06,0.12,,,,,,1124.97,574.28,,243.71,2403.45,8.51
2105,2030.06,1876.70,0.04,0.06,0.05,0.06,0.03,0.03,0.01,0.03,0.08,0.07,0.12,0.10,0.10,0.09,0.08,0.03,0.01,0.02,,,,,,,,320.58,730.86,978.62,9.32
2106,9410.51,9039.00,0.07,0.08,0.08,0.06,0.06,0.05,0.04,0.07,0.07,0.09,0.09,0.07,0.07,0.04,0.03,0.02,0.01,0.02,,,,,,441.96,1910.03,558.57,1678.27,4821.69,8.91
2107,17644.95,14477.00,0.06,0.07,0.09,0.05,0.04,0.03,0.03,0.05,0.09,0.09,0.08,0.06,0.08,0.07,0.05,0.03,0.02,0.03,,,,,,764.02,,857.43,4742.16,11270.63,9.45
2108,1624.87,1719.46,0.04,0.05,0.06,0.03,0.04,0.02,0.03,0.02,0.08,0.07,0.06,0.08,0.11,0.13,0.09,0.05,0.03,0.03,,,,,,,,189.54,388.08,1046.55,9.52
2109,3300.59,1801.33,0.04,0.02,0.01,0.09,0.35,0.10,0.06,0.03,0.02,0.00,0.02,0.03,0.01,0.01,0.02,0.02,0.04,0.13,890.27,,,,,1392.06,,3.00,,,2.81
2110,11003.37,9787.00,0.05,0.07,0.08,0.10,0.05,0.03,0.04,0.04,0.06,0.07,0.08,0.06,0.05,0.06,0.04,0.03,0.04,0.07,,,,315.52,,485.80,,576.30,2102.61,6945.71,8.83
2111,15322.49,13402.00,0.08,0.06,0.06,0.04,0.03,0.07,0.09,0.11,0.10,0.09,0.05,0.05,0.05,0.04,0.04,0.02,0.01,0.02,,256.05,497.70,,,1069.27,2375.46,999.65,4531.60,5592.77,8.47
2112,32657.55,27571.90,0.07,0.07,0.06,0.05,0.05,0.08,0.09,0.09,0.08,0.07,0.07,0.06,0.05,0.03,0.03,0.03,0.02,0.02,,361.73,,1940.30,2827.35,847.37,6077.35,10776.51,4867.55,4688.93,7.57
2113,20379.68,17287.00,0.06,0.05,0.04,0.05,0.07,0.08,0.09,0.06,0.08,0.06,0.06,0.06,0.04,0.06,0.05,0.03,0.02,0.04,561.44,,,,1881.78,1624.39,821.68,5287.71,4457.28,4398.08,7.45
2114,24990.55,21547.00,0.07,0.05,0.04,0.04,0.04,0.11,0.12,0.09,0.07,0.06,0.06,0.07,0.06,0.05,0.02,0.02,0.01,0.01,,,712.96,510.78,2273.42,3595.27,3213.67,5201.69,7911.35,1567.15,7.53
2115,12282.31,9474.60,0.07,0.07,0.06,0.07,0.05,0.04,0.08,0.08,0.09,0.08,0.08,0.05,0.05,0.05,0.04,0.02,0.02,0.02,658.14,863.38,681.19,598.96,2992.00,982.69,2666.84,2831.14,,,5.62
2116,7039.07,6375.00,0.07,0.08,0.07,0.07,0.05,0.04,0.06,0.08,0.09,0.09,0.09,0.05,0.05,0.05,0.03,0.02,0.02,0.01,,,2298.11,279.74,493.10,1118.76,1161.01,1387.97,,,5.17
2117,22712.58,18691.89,0.06,0.05,0.06,0.07,0.07,0.05,0.06,0.08,0.07,0.09,0.07,0.06,0.05,0.04,0.04,0.03,0.02,0.02,962.81,1412.25,1387.05,,3669.31,1604.12,3525.37,3839.08,4993.36,1319.24,6.58
2118,26984.02,21676.67,0.05,0.08,0.08,0.07,0.05,0.03,0.04,0.06,0.08,0.09,0.07,0.08,0.07,0.05,0.04,0.03,0.02,0.02,,,,517.39,926.09,1936.27,5540.97,6106.41,7140.72,4816.18,8.09
2119,11933.06,10941.00,0.05,0.07,0.07,0.07,0.06,0.04,0.03,0.04,0.07,0.08,0.08,0.09,0.07,0.06,0.04,0.04,0.03,0.03,,,,,,,,,998.31,10934.74,9.92
2120,21460.31,19645.00,0.06,0.07,0.08,0.09,0.07,0.06,0.06,0.06,0.07,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.02,0.02,,,,,,632.72,1770.45,2528.18,3839.11,12658.97,9.21
2121,29048.10,24553.00,0.05,0.06,0.06,0.08,0.07,0.05,0.06,0.07,0.08,0.07,0.08,0.07,0.06,0.05,0.04,0.03,0.01,0.01,,,,,450.48,,3105.06,1923.27,6472.12,17097.16,9.25
2122,32202.66,28279.00,0.05,0.05,0.04,0.06,0.14,0.09,0.07,0.06,0.05,0.06,0.07,0.06,0.05,0.05,0.03,0.03,0.02,0.02,,342.45,,3995.47,2497.31,1275.19,1649.79,8936.57,11291.56,2214.32,7.56
2123,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,18387.98,16004.00,0.06,0.07,0.07,0.06,0.05,0.04,0.05,0.05,0.07,0.09,0.08,0.08,0.07,0.06,0.05,0.03,0.02,0.02,,,,,308,,,454,"2,578","15,048",9.7
2126,20143.49,18749.00,0.04,0.06,0.08,0.09,0.06,0.03,0.03,0.04,0.07,0.10,0.10,0.08,0.06,0.05,0.04,0.03,0.02,0.02,,,,,292,,582,612,"2,378","16,278",9.7
2127,13283.39,8827.37,0.08,0.05,0.07,0.04,0.04,0.08,0.13,0.12,0.08,0.04,0.09,0.07,0.05,0.01,0.01,0.02,0.00,0.02,,,,,,,,,"1,714","4,884",4.8
2128,1647.07,2476.00,0.07,0.05,0.04,0.02,0.06,0.13,0.14,0.12,0.09,0.07,0.05,0.04,0.04,0.02,0.02,0.02,0.01,0.02,,,,"1,001",,,,,,203,3.7
2129,4.68,4.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.00,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,
2130,8056.50,6905.00,0.06,0.06,0.05,0.04,0.06,0.12,0.12,0.11,0.08,0.08,0.08,0.05,0.03,0.03,0.02,0.01,0.01,0.02,,,,,676,"1,696","1,713","2,054","1,436",482,7.4
2131,24796.81,22073.00,0.07,0.04,0.04,0.05,0.08,0.12,0.09,0.07,0.06,0.05,0.06,0.06,0.06,0.03,0.04,0.03,0.03,0.04,,,"1,755","3,768","8,705","5,630","2,638","2,121",181,,5.4
2132,11775.47,10209.08,0.07,0.06,0.06,0.05,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.05,0.04,0.03,0.02,0.04,,,,646,645,"2,475","4,917","2,588",505,,6.8
2133,11933.14,10677.00,0.07,0.06,0.06,0.06,0.05,0.07,0.08,0.08,0.09,0.06,0.07,0.05,0.05,0.04,0.03,0.04,0.02,0.01,,,"1,418",878,"2,745","2,672","2,976","1,243",,,5.7
2134,15623.55,12564.24,0.05,0.04,0.03,0.05,0.13,0.16,0.10,0.07,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.02,0.02,0.03,,525,270,"4,557","1,696","6,097","1,125","1,353",,,5.4
2135,27218.43,23081.65,0.05,0.05,0.05,0.05,0.11,0.15,0.10,0.07,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.02,0.02,0.03,,422,426,246,"4,888","5,451","3,967","2,963","1,247","7,606",7.3
2136,7636.00,6709.00,0.06,0.06,0.06,0.06,0.05,0.07,0.08,0.08,0.08,0.07,0.08,0.06,0.05,0.04,0.04,0.03,0.02,0.01,,,473,,"1,136","1,044","2,822","2,081",,,6.5
2137,27256.82,24074.47,0.06,0.07,0.06,0.05,0.04,0.04,0.06,0.07,0.09,0.07,0.09,0.07,0.06,0.05,0.05,0.04,0.02,0.02,,,,"1,016",,"1,342","3,943","8,058","4,168","8,609",8.4
2138,18866.81,13501.46,0.06,0.03,0.03,0.04,0.15,0.21,0.16,0.07,0.06,0.04,0.04,0.03,0.01,0.02,0.02,0.01,0.01,0.01,,,,,,426,885,"1,862","15,416",269,8.8
2139,33.86,51.00,0.00,0.02,0.02,0.07,0.05,0.17,0.11,0.09,0.11,0.10,0.05,0.05,0.05,0.05,0.06,0.00,0.00,0.01,,,,,,,,,,,
2140,14678.99,12446.00,0.06,0.05,0.05,0.05,0.09,0.15,0.13,0.08,0.06,0.05,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.01,,380,"2,219",955,295,"3,815","3,625","1,831","1,089",,5.8
2141,29472.25,24927.01,0.06,0.06,0.06,0.07,0.09,0.10,0.09,0.08,0.07,0.07,0.06,0.07,0.04,0.02,0.02,0.02,0.01,0.01,"1,835","1,651","8,402","8,381","2,909",585,323,,"5,266",,4.5
2142,26562.75,22653.00,0.10,0.06,0.05,0.05,0.09,0.13,0.11,0.08,0.06,0.05,0.05,0.04,0.03,0.03,0.02,0.01,0.01,0.01,"5,610","6,945","7,682","2,289","1,690",938,,"1,193",,,2.8
2143,7969.31,7668.69,0.07,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.05,0.03,0.03,0.02,0.01,0.02,818,"3,387","2,829",515,358,,,,,,2.5
2144,38543.34,33380.70,0.09,0.07,0.06,0.07,0.10,0.12,0.09,0.06,0.06,0.06,0.05,0.05,0.04,0.02,0.02,0.02,0.01,0.02,"12,198","17,322","6,076","1,783",,,,989,,,2.1
2145,82157.02,71047.83,0.09,0.07,0.05,0.05,0.05,0.09,0.11,0.09,0.07,0.06,0.06,0.05,0.05,0.05,0.03,0.03,0.02,0.02,"2,936","2,880","5,543","13,294","18,539","18,592","7,971","4,436","2,243","5,382",5.5
2146,19484.51,16322.80,0.08,0.06,0.05,0.05,0.06,0.08,0.09,0.08,0.07,0.06,0.06,0.05,0.06,0.07,0.04,0.04,0.01,0.01,"1,009",656,120,"1,337","2,832","6,005","6,198",943,384,,5.8
2147,39661.33,34833.00,0.07,0.07,0.06,0.06,0.06,0.07,0.08,0.08,0.07,0.06,0.07,0.07,0.06,0.05,0.05,0.03,0.02,0.01,"1,405","6,632","4,724","2,150","5,291","5,767","2,401","1,949","7,410","1,566",5.4
2148,67399.29,58718.00,0.09,0.07,0.06,0.05,0.07,0.10,0.09,0.08,0.07,0.06,0.06,0.06,0.05,0.04,0.03,0.02,0.02,0.02,"4,340","7,427","19,233","14,352","10,851","4,608","2,928","2,990",544,,3.9
2150,31328.75,24669.00,0.09,0.04,0.02,0.03,0.10,0.23,0.19,0.09,0.05,0.04,0.03,0.04,0.02,0.02,0.01,0.01,0.01,0.01,,"1,611","4,783","6,068","4,435","10,593","3,523",312,,,4.9
2151,25301.71,20493.00,0.07,0.06,0.06,0.06,0.06,0.08,0.10,0.09,0.08,0.07,0.05,0.05,0.04,0.04,0.04,0.01,0.02,0.05,581,580,"1,509","1,966","3,130","3,638","2,091","2,163","4,375","4,665",6.7
2152,12260.37,10109.00,0.10,0.06,0.04,0.03,0.05,0.10,0.11,0.11,0.06,0.05,0.04,0.05,0.05,0.06,0.03,0.03,0.02,0.03,,810,602,,938,"2,378","2,512","1,749","2,457",807,6.9
2153,61294.93,52538.60,0.08,0.07,0.06,0.06,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.03,0.03,0.01,0.02,,,,644,584,601,"2,199","9,784","24,918","21,671",8.9
2154,42206.61,37959.66,0.06,0.07,0.07,0.07,0.06,0.05,0.06,0.07,0.08,0.08,0.07,0.07,0.06,0.04,0.03,0.02,0.02,0.04,,"2,428",,,,664,,"5,002","7,468","26,510",9.0
2155,47091.13,44193.56,0.07,0.10,0.09,0.07,0.06,0.06,0.06,0.08,0.09,0.07,0.06,0.05,0.05,0.05,0.03,0.02,0.01,0.01,,,119,,,,"1,048","13,786","1,624","30,491",9.3
2156,13982.24,12321.00,0.05,0.05,0.07,0.08,0.06,0.05,0.04,0.04,0.07,0.08,0.07,0.06,0.05,0.05,0.07,0.05,0.05,0.04,,,,,,,,717,"2,174","11,092",9.7
2157,4025.82,3641.00,0.05,0.05,0.08,0.10,0.06,0.04,0.04,0.04,0.08,0.09,0.09,0.09,0.09,0.05,0.04,0.02,0.01,0.01,,,,,,237,430,"1,451","1,123",786,8.4
2158,9424.35,8282.05,0.04,0.03,0.08,0.12,0.06,0.04,0.03,0.04,0.06,0.10,0.09,0.09,0.08,0.06,0.04,0.03,0.02,0.02,,,,,"1,128",,,839,"2,255","5,203",9.0
2159,5276.09,4856.00,0.06,0.05,0.08,0.08,0.06,0.05,0.05,0.06,0.09,0.07,0.04,0.04,0.07,0.04,0.04,0.03,0.03,0.09,,,,,,93,,"1,280",990,"2,704",8.9
2160,37085.41,32476.00,0.08,0.07,0.06,0.06,0.08,0.09,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.02,0.02,0.02,"4,462","11,718","8,069","10,149","2,079",,600,8,,,2.9
2161,31915.24,28175.00,0.09,0.07,0.07,0.08,0.08,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.04,0.04,0.03,0.03,0.02,0.02,"8,800","14,513","6,035","1,655",880,,,,,,2.1
2162,18796.18,16859.00,0.07,0.09,0.08,0.08,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.02,0.03,0.03,0.02,0.03,"3,661","6,487","7,344","1,272",,,,,,,2.3
2163,10207.54,8952.00,0.08,0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.05,0.04,0.04,0.02,0.03,0.03,"9,105",416,,,,,,,,,1.0
2164,20184.80,18379.00,0.06,0.05,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.06,0.05,0.04,0.06,0.03,0.02,"3,542","5,274","4,186","3,904","3,141",,,,,,2.9
2165,43860.59,39323.00,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.03,0.02,0.01,0.01,"25,566","13,702","2,349","1,703",409,,,,,,1.6
2166,55244.34,49652.00,0.08,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.08,0.08,0.07,0.06,0.05,0.03,0.03,0.02,0.01,0.02,"47,322","6,624",259,598,419,,,,,,1.2
2167,10962.43,7567.60,0.08,0.06,0.09,0.08,0.04,0.10,0.09,0.10,0.06,0.04,0.05,0.06,0.04,0.05,0.02,0.02,0.01,0.02,443,508,747,"1,151",727,"1,026","1,180",,"4,743",,6.3
2168,37436.39,41896.13,0.08,0.09,0.10,0.10,0.09,0.07,0.06,0.06,0.06,0.08,0.08,0.06,0.05,0.03,0.02,0.02,0.01,0.01,"21,942","2,191","1,438","4,516","3,491","2,524",925,407,,,2.4
2170,107041.93,94332.68,0.09,0.08,0.07,0.07,0.07,0.08,0.09,0.07,0.07,0.07,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.01,"29,625","18,135","11,632","5,204","2,868","5,142","8,492","8,620","6,429","10,410",4.3
2171,45393.85,25223.39,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.04,0.03,0.02,0.02,0.01,0.01,0.01,,,,"1,039","1,629","7,662","3,879","4,823","11,835","1,245",5.4
2172,2761.50,2275.00,0.09,0.07,0.06,0.07,0.07,0.06,0.05,0.07,0.11,0.11,0.08,0.05,0.06,0.05,0.03,0.02,0.02,0.01,,,,,,,,,,"2,603",9.4
2173,15653.20,13931.43,0.09,0.07,0.07,0.07,0.08,0.10,0.08,0.10,0.11,0.07,0.07,0.03,0.03,0.04,0.02,0.02,0.02,0.01,,,,,,817,267,"5,787","7,071","1,325",8.3
2174,5733.91,465.62,0.06,0.09,0.06,0.08,0.06,0.04,0.06,0.08,0.08,0.07,0.07,0.07,0.08,0.06,0.02,0.06,0.01,0.03,,,"5,695",,,,39,,,,3.0
2175,2223.03,1902.00,0.03,0.03,0.07,0.08,0.04,0.07,0.05,0.03,0.04,0.06,0.04,0.02,0.03,0.05,0.04,0.05,0.25,0.04,,253,,608,,373,989,,,,5.4
2176,51090.94,46092.00,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.08,0.06,0.05,0.03,0.02,0.02,0.02,"1,378","9,350","11,240","10,402","7,746","3,248","2,411","2,494","2,204",604,4.2
2177,16791.79,15185.00,0.07,0.05,0.05,0.06,0.09,0.08,0.07,0.06,0.07,0.08,0.09,0.06,0.06,0.05,0.03,0.01,0.00,0.01,"3,662","5,285","3,712","1,787",623,525,564,602,,,2.8
2178,4848.24,4099.04,0.05,0.04,0.07,0.07,0.04,0.06,0.06,0.05,0.05,0.05,0.03,0.03,0.05,0.03,0.03,0.03,0.15,0.03,,10,,574,973,210,679,515,964,393,6.2
2179,2272.40,5396.00,0.06,0.07,0.10,0.07,0.06,0.04,0.08,0.08,0.07,0.05,0.03,0.06,0.07,0.04,0.06,0.03,0.05,0.06,27,,342,"1,482",349,72,,,,,4.0
2190,27371.28,23983.00,0.09,0.10,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.04,0.02,0.02,0.02,0.02,"4,648","7,550","8,821","5,431",860,,,,,,2.6
2191,6897.82,6025.00,0.07,0.07,0.06,0.07,0.06,0.05,0.07,0.07,0.09,0.08,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.02,,356,,"4,409","1,451",681,,,,,4.3
2192,14242.11,12586.00,0.07,0.06,0.06,0.06,0.07,0.08,0.08,0.06,0.08,0.07,0.06,0.06,0.05,0.04,0.04,0.03,0.02,0.02,"3,471","3,499","4,869","1,799",,606,,,,,2.5
2193,15754.33,13986.00,0.06,0.04,0.05,0.07,0.08,0.09,0.07,0.09,0.08,0.07,0.05,0.05,0.06,0.04,0.04,0.03,0.02,0.02,,,"1,452","3,417","3,018","2,544","1,703","3,606",,,5.7
2194,24517.77,21278.67,0.07,0.04,0.04,0.04,0.07,0.11,0.10,0.06,0.07,0.08,0.07,0.07,0.06,0.04,0.03,0.03,0.01,0.01,"1,916","11,694","4,777","5,415",704,,,,,,2.6
2195,28800.47,25077.00,0.13,0.08,0.06,0.04,0.08,0.12,0.14,0.09,0.07,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01,"13,320","13,946",993,541,,,,,,,1.6
2196,33471.22,29745.00,0.09,0.08,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.03,0.03,0.01,0.01,"7,388","9,117","7,427","4,997","1,596","2,420",476,,,,2.8
2197,9456.33,8141.48,0.07,0.08,0.06,0.07,0.07,0.06,0.08,0.06,0.07,0.06,0.08,0.06,0.04,0.04,0.04,0.03,0.02,0.02,"2,572","1,237","3,458",517,583,373,,341,376,,3.0
2198,9334.71,8543.00,0.07,0.08,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.07,0.05,0.06,0.05,0.05,0.02,0.02,0.02,,,427,773,"3,687","2,814",807,820,,,5.6
2199,18804.49,16462.00,0.08,0.08,0.09,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.02,0.02,0.03,"3,438","6,116","4,857","3,740",654,,,,,,2.6
2200,46920.31,41211.19,0.10,0.09,0.07,0.06,0.07,0.08,0.08,0.07,0.08,0.06,0.06,0.05,0.04,0.03,0.02,0.02,0.01,0.02,"11,642","17,907","9,893","4,832",364,951,642,,,,2.3
2203,14589.77,13186.91,0.08,0.08,0.05,0.04,0.03,0.09,0.10,0.10,0.08,0.09,0.06,0.05,0.03,0.04,0.04,0.02,0.02,0.02,,,693,"2,086","2,689","2,776","1,109","2,868","2,042",328,6.4
2204,27746.98,24594.00,0.07,0.05,0.04,0.04,0.06,0.09,0.10,0.08,0.09,0.07,0.06,0.05,0.06,0.04,0.03,0.04,0.02,0.02,190,"1,259","2,764","4,823","7,902","4,006","3,828","2,004",,778,5.2
2205,16649.23,12759.96,0.06,0.05,0.05,0.07,0.10,0.13,0.13,0.09,0.08,0.07,0.04,0.04,0.03,0.02,0.01,0.02,0.01,0.01,"1,063","4,351",874,877,"3,549",756,398,,"4,777",,5.0
2206,20567.19,18184.11,0.06,0.06,0.05,0.05,0.05,0.04,0.06,0.09,0.08,0.08,0.07,0.05,0.05,0.06,0.05,0.04,0.04,0.03,,,"1,120","1,290","4,338","5,116","7,217",883,604,,6.0
2207,30644.07,27367.46,0.07,0.07,0.06,0.06,0.05,0.05,0.08,0.07,0.08,0.06,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.03,,476,"1,908","4,469","8,988","7,345","3,998","2,870",590,,5.5
2208,13551.19,11669.00,0.06,0.06,0.05,0.07,0.05,0.04,0.07,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.04,0.04,0.04,0.03,,,"2,285","1,664","3,119","3,995","1,309","1,159",,,5.3
2209,16483.81,14566.63,0.07,0.04,0.04,0.05,0.05,0.07,0.07,0.06,0.05,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.03,0.04,983,"1,548",999,"1,231","4,190","3,853","3,345",334,,,5.0
2210,31665.33,28145.40,0.08,0.07,0.07,0.06,0.05,0.05,0.05,0.07,0.06,0.07,0.06,0.05,0.04,0.06,0.06,0.05,0.03,0.03,"5,270",525,"2,796","2,210","4,998","2,878","2,817","2,596","3,919","3,480",5.6
2211,17947.42,16032.86,0.06,0.04,0.06,0.04,0.05,0.07,0.05,0.06,0.06,0.06,0.07,0.08,0.06,0.07,0.07,0.03,0.04,0.04,,483,747,"3,699","2,735","3,221","5,002",719,"1,212",,5.7
2212,16714.03,14329.00,0.07,0.06,0.07,0.07,0.06,0.06,0.07,0.08,0.05,0.06,0.07,0.07,0.04,0.04,0.04,0.02,0.02,0.04,,"2,599","1,528","2,265","3,074","3,799","2,893",,401,,4.8
2213,23037.94,20448.00,0.06,0.07,0.07,0.07,0.06,0.05,0.07,0.08,0.08,0.06,0.07,0.08,0.04,0.06,0.03,0.03,0.02,0.02,,510,943,"3,073","3,578","3,100","4,621","2,391","4,812",,6.4
2214,4220.07,3852.00,0.06,0.08,0.06,0.06,0.07,0.05,0.07,0.08,0.07,0.05,0.06,0.07,0.06,0.09,0.03,0.02,0.00,0.01,,,,,,406,"2,180","1,185",,328,7.2
2216,30627.09,26016.00,0.07,0.05,0.04,0.03,0.08,0.14,0.12,0.09,0.06,0.05,0.06,0.05,0.04,0.04,0.03,0.03,0.02,0.02,346,"1,274","4,681","8,035","5,584","5,539","4,167",865,,,4.8
2217,28268.31,23899.85,0.07,0.06,0.05,0.04,0.06,0.09,0.11,0.09,0.07,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.02,0.02,,,"2,520","4,406","4,323","7,201","5,628","3,227",922,,5.8
2218,17488.96,15368.15,0.07,0.06,0.05,0.05,0.06,0.09,0.10,0.08,0.07,0.06,0.07,0.07,0.05,0.04,0.03,0.02,0.01,0.01,,,"1,230","4,698","3,977","5,198","1,502",884,,,5.2
2219,14350.14,12238.00,0.06,0.07,0.05,0.04,0.02,0.04,0.04,0.06,0.09,0.10,0.08,0.06,0.06,0.07,0.07,0.03,0.03,0.03,,,496,"2,895","1,467","3,345","2,554","2,083","1,510",,6.2
2220,32929.48,28435.23,0.06,0.05,0.05,0.05,0.10,0.13,0.09,0.07,0.06,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,500,"1,253","4,636","5,559","10,820","3,779","3,101","1,954","1,328",,5.0
2221,17444.34,15651.00,0.05,0.07,0.08,0.08,0.07,0.04,0.05,0.06,0.08,0.07,0.07,0.07,0.07,0.05,0.03,0.03,0.02,0.03,,,,"2,252","1,731","1,384","1,663","1,740","2,997","5,677",7.8
2222,13326.63,11774.00,0.07,0.05,0.04,0.05,0.06,0.09,0.10,0.07,0.07,0.07,0.07,0.07,0.06,0.04,0.02,0.02,0.02,0.03,,,"1,047","3,933","1,880","1,307","2,169","1,172","1,818",,5.8
2223,22100.07,19731.00,0.07,0.05,0.04,0.05,0.06,0.07,0.09,0.07,0.07,0.07,0.08,0.08,0.06,0.05,0.02,0.02,0.02,0.04,,,398,647,"1,966","3,673","3,802","2,293","4,306","4,940",7.6
2224,14783.44,13411.00,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.06,0.05,0.06,0.05,0.07,0.05,0.05,0.07,0.07,0.06,0.09,,"1,478",,444,"1,434",426,"1,132","2,553","4,274","3,042",7.6
2225,5671.01,5194.00,0.10,0.12,0.06,0.07,0.05,0.04,0.06,0.09,0.10,0.06,0.07,0.04,0.05,0.03,0.03,0.02,0.01,0.02,,,,,,,121,,"1,565","3,985",9.7
2226,13387.20,12211.00,0.10,0.11,0.06,0.07,0.05,0.05,0.07,0.09,0.10,0.06,0.08,0.04,0.04,0.03,0.03,0.01,0.01,0.02,,,677,,321,"1,062","1,889",825,"2,831","5,781",8.5
2227,15462.24,14098.00,0.06,0.06,0.07,0.05,0.05,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.04,0.03,0.03,0.02,0.02,,,,,"1,627",981,"1,441","2,669","4,356","4,388",8.3
2228,19479.54,17711.00,0.08,0.07,0.05,0.05,0.05,0.07,0.08,0.08,0.08,0.06,0.06,0.06,0.04,0.04,0.05,0.05,0.03,0.04,,"1,516",798,565,"2,519","2,295","5,803","2,372",930,"2,682",6.6
2229,30437.26,27272.00,0.06,0.07,0.06,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.04,0.03,0.02,0.03,753,,,"2,244","1,191","2,833","4,183","6,150","3,925","8,779",7.7
2230,30028.56,26959.00,0.05,0.04,0.04,0.04,0.09,0.10,0.08,0.06,0.06,0.06,0.07,0.08,0.06,0.06,0.03,0.02,0.01,0.02,,,,354,"2,045","3,301","5,962","7,091","3,611","6,242",7.5
2231,2540.96,2210.00,0.07,0.08,0.06,0.05,0.06,0.05,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.03,0.01,0.01,0.00,,,,,371,"1,219",370,314,,,5.6
2232,33965.98,31087.00,0.07,0.06,0.05,0.05,0.06,0.08,0.09,0.09,0.08,0.07,0.05,0.05,0.06,0.06,0.05,0.02,0.02,0.02,,483,"1,123","2,017","2,342","2,277","6,297","6,174","4,597","8,465",7.6
2233,31827.18,29304.00,0.07,0.08,0.08,0.07,0.07,0.05,0.06,0.06,0.07,0.07,0.05,0.06,0.06,0.06,0.03,0.03,0.02,0.02,,,672,"1,255","1,468","1,194","3,458","5,221","12,338","6,118",8.2
2234,33487.71,30837.00,0.05,0.05,0.09,0.10,0.08,0.04,0.04,0.04,0.07,0.08,0.09,0.08,0.06,0.05,0.04,0.02,0.02,0.02,211,,442,443,585,290,"1,390",377,"6,770","22,867",9.3
2250,72586.45,65914.51,0.05,0.06,0.06,0.07,0.06,0.06,0.07,0.05,0.06,0.07,0.07,0.07,0.05,0.05,0.04,0.05,0.03,0.04,"6,673","5,652","7,523","6,564","10,401","10,889","10,169","7,103","4,392","2,376",5.2
