postcode,EstimatedPopulation2017,CensusPopulation2011,Aged00to04,Aged05to09,Aged10to14,Aged15to19,Aged20to24,Aged25to29,Aged30to34,Aged35to39,Aged40to44,Aged45to49,Aged50to54,Aged55to59,Aged60to64,Aged65to69,Aged70to74,Aged75to79,Aged80to84,Aged85plus,RelativeSEAdDisad_1,RelativeSEAdDisad_2,RelativeSEAdDisad_3,RelativeSEAdDisad_4,RelativeSEAdDisad_5,RelativeSEAdDisad_6,RelativeSEAdDisad_7,RelativeSEAdDisad_8,RelativeSEAdDisad_9,RelativeSEAdDisad_10,RelativeSEAdDisad_WeightedAverage
6112,50423.55,40429.31,0.09,0.08,0.06,0.05,0.07,0.11,0.09,0.06,0.06,0.05,0.06,0.05,0.06,0.04,0.04,0.02,0.02,0.01,"4,557","5,282","5,217","9,425","1,723","2,869","4,972","1,469","1,936","12,973",5.7
6121,3125.79,2738.00,0.06,0.04,0.04,0.04,0.07,0.11,0.06,0.03,0.06,0.09,0.05,0.04,0.02,0.03,0.11,0.03,0.05,0.06,,,,,,329,363,343,"2,091",,8.3
6122,12272.86,9421.06,0.09,0.09,0.09,0.05,0.10,0.05,0.08,0.05,0.06,0.05,0.03,0.04,0.05,0.03,0.03,0.06,0.02,0.04,,,,103,83,213,"10,124","1,093",657,,7.1
6123,1546.85,1265.00,0.08,0.04,0.04,0.04,0.06,0.12,0.08,0.04,0.04,0.08,0.04,0.05,0.01,0.03,0.11,0.04,0.04,0.06,,,293,,717,110,,426,,,5.5
6124,1338.08,1154.00,0.09,0.04,0.03,0.05,0.05,0.07,0.04,0.04,0.13,0.10,0.05,0.06,0.08,0.06,0.04,0.03,0.03,0.02,,,419,,129,77,332,,380,,6.1
6125,3421.29,2866.00,0.07,0.04,0.04,0.05,0.07,0.07,0.04,0.03,0.12,0.09,0.05,0.06,0.08,0.06,0.05,0.04,0.03,0.03,,,,,"1,063",380,968,"1,011",,,6.6
6126,536.25,495.00,0.03,0.00,0.01,0.01,0.06,0.09,0.08,0.06,0.15,0.13,0.06,0.06,0.10,0.05,0.03,0.04,0.02,0.02,,,,,299,,,,,,2.8
6147,17018.23,14768.00,0.08,0.08,0.06,0.07,0.09,0.08,0.09,0.07,0.07,0.05,0.06,0.06,0.05,0.04,0.02,0.02,0.01,0.01,265,"2,750","2,522","2,906","1,581","3,315","2,368","1,308",,,4.7
6148,20176.54,17409.00,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.08,0.07,0.06,0.06,0.05,0.06,0.03,0.03,0.02,0.03,,,,366,"2,062","2,092","4,445","4,925","3,485","2,802",7.6
6149,21527.54,18619.00,0.07,0.06,0.06,0.07,0.06,0.06,0.08,0.08,0.06,0.07,0.07,0.06,0.06,0.03,0.04,0.02,0.02,0.04,,"1,002",,,,,,"1,694","9,215","9,610",9.0
6150,15331.90,13209.00,0.06,0.05,0.06,0.11,0.12,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.03,0.04,0.04,0.03,,,"1,382",,,,,480,"2,537","10,933",9.1
6151,19382.40,16425.00,0.05,0.04,0.03,0.05,0.10,0.11,0.10,0.07,0.07,0.07,0.07,0.06,0.08,0.05,0.03,0.01,0.01,0.02,,,,,,"2,178","1,340","2,084","6,332","7,442",8.8
6152,28591.23,24331.00,0.05,0.03,0.04,0.09,0.14,0.11,0.09,0.05,0.05,0.05,0.05,0.07,0.05,0.04,0.03,0.02,0.02,0.03,449,,674,"1,654",590,"2,964","2,899","7,048","8,598","3,499",7.7
6153,22460.89,19038.00,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.03,0.02,0.01,0.02,,,,540,"1,142",,,"1,308","7,683","11,787",9.1
6154,11454.56,9600.00,0.06,0.08,0.05,0.05,0.05,0.06,0.07,0.08,0.08,0.07,0.07,0.06,0.04,0.04,0.03,0.03,0.03,0.05,,,,825,,,"1,579","2,132","3,626","3,293",8.5
6155,56218.48,48078.17,0.05,0.08,0.09,0.08,0.06,0.05,0.06,0.07,0.09,0.08,0.07,0.05,0.05,0.03,0.02,0.02,0.01,0.01,,,,,398,701,"2,356","11,274","24,654","15,987",8.8
6156,18522.13,16159.00,0.07,0.08,0.06,0.06,0.06,0.07,0.07,0.09,0.09,0.07,0.06,0.06,0.04,0.03,0.03,0.03,0.02,0.02,425,,"2,447","1,020",284,"1,210","1,770","1,864","3,913","5,590",7.5
6157,15249.72,12810.00,0.06,0.05,0.03,0.04,0.06,0.09,0.10,0.09,0.08,0.07,0.07,0.08,0.06,0.04,0.03,0.03,0.01,0.02,,,470,,579,"3,107","5,086","1,757","2,937","1,314",7.4
6158,8150.71,6931.00,0.06,0.06,0.05,0.03,0.07,0.08,0.08,0.08,0.07,0.09,0.08,0.07,0.05,0.03,0.05,0.03,0.02,0.02,,,,,,,752,"1,056","3,264","3,078",9.1
6159,3629.02,2714.24,0.05,0.02,0.02,0.02,0.07,0.14,0.11,0.07,0.06,0.05,0.06,0.08,0.08,0.07,0.04,0.03,0.01,0.02,,390,,,,360,,444,786,"1,649",8.3
6160,9148.52,7700.00,0.04,0.02,0.02,0.03,0.09,0.16,0.12,0.07,0.05,0.06,0.07,0.08,0.07,0.06,0.04,0.02,0.01,0.01,406,,595,"1,077",,"1,258","2,130","2,573",650,457,6.6
6161,152.73,114.00,0.09,0.00,0.01,0.00,0.16,0.18,0.18,0.12,0.02,0.04,0.09,0.11,0.00,0.01,0.00,0.00,0.00,0.00,,,,,153,,,,,,5.0
6162,12120.22,10395.00,0.05,0.06,0.04,0.03,0.07,0.09,0.09,0.07,0.07,0.08,0.07,0.08,0.06,0.05,0.05,0.03,0.02,0.02,500,,,"1,818","3,387","1,170","1,406","3,838",,,6.0
6163,52666.67,46207.00,0.06,0.05,0.05,0.06,0.09,0.08,0.09,0.07,0.06,0.07,0.06,0.05,0.05,0.05,0.04,0.03,0.03,0.03,669,"5,050","9,472","8,751","7,463","4,218","4,068","4,521","4,920","3,524",5.3
6164,59566.42,47574.14,0.09,0.06,0.05,0.06,0.07,0.10,0.11,0.09,0.08,0.06,0.05,0.05,0.05,0.04,0.02,0.02,0.01,0.02,,824,"2,292","4,120","3,620","6,588","3,861","8,767","10,564","18,688",7.8
6165,129.61,124.00,0.03,0.08,0.11,0.10,0.05,0.03,0.04,0.10,0.12,0.05,0.05,0.10,0.04,0.05,0.01,0.03,0.02,0.01,,,120,,,,,,,,2.8
6166,9840.84,8198.55,0.10,0.06,0.04,0.04,0.05,0.07,0.10,0.09,0.07,0.06,0.06,0.06,0.05,0.08,0.03,0.02,0.02,0.01,,304,188,,"1,342",957,"3,033","1,476","1,913",620,7.1
6167,22008.32,22555.80,0.08,0.06,0.06,0.07,0.06,0.08,0.10,0.07,0.05,0.07,0.05,0.05,0.05,0.05,0.03,0.04,0.02,0.01,"5,135","8,074","1,421",,"2,105","1,217","1,300",187,340,"1,442",3.2
6168,26679.60,23492.54,0.06,0.05,0.04,0.05,0.07,0.06,0.07,0.06,0.05,0.07,0.07,0.06,0.07,0.06,0.06,0.04,0.03,0.03,"3,635","5,025","7,689","4,951","2,203",762,548,"1,129",,,3.2
6169,39626.96,34245.00,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.06,0.07,0.09,0.07,0.07,0.05,0.04,0.04,0.02,0.01,0.02,918,"4,493","3,920","10,236","5,629","6,544","3,305","2,648","1,573",345,4.8
6170,14142.72,6612.28,0.05,0.05,0.05,0.06,0.06,0.03,0.05,0.04,0.04,0.05,0.03,0.03,0.04,0.06,0.01,0.01,0.00,0.00,,502,"1,521","1,408",,228,759,"3,317","1,294",,4.0
6171,22756.00,15970.59,0.12,0.10,0.08,0.04,0.07,0.08,0.08,0.08,0.08,0.06,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0.01,,,,147,,96,"4,741","10,684","7,013",74,8.1
6172,16296.08,14117.00,0.11,0.11,0.10,0.09,0.07,0.07,0.07,0.05,0.07,0.06,0.06,0.04,0.02,0.04,0.03,0.01,0.01,0.01,,300,910,"2,521","1,318","5,181","2,002","1,808","2,108",116,6.1
6173,8591.26,10439.00,0.09,0.11,0.10,0.09,0.04,0.05,0.07,0.09,0.12,0.11,0.04,0.03,0.03,0.03,0.02,0.00,0.00,0.01,,,,,,615,,"2,374","2,642","2,959",8.9
6174,7770.94,2186.36,0.07,0.09,0.07,0.06,0.05,0.04,0.07,0.07,0.08,0.09,0.07,0.08,0.04,0.03,0.04,0.02,0.01,0.01,,,,,"5,961",222,242,,"1,346",,5.8
6175,2592.22,3037.00,0.08,0.10,0.10,0.08,0.02,0.04,0.06,0.08,0.10,0.11,0.05,0.05,0.05,0.04,0.03,0.01,0.01,0.01,,,,,427,415,331,919,500,,7.3
6176,236.77,720.00,0.08,0.09,0.10,0.07,0.03,0.00,0.05,0.07,0.07,0.11,0.09,0.08,0.08,0.05,0.02,0.02,0.01,0.00,,,,,,,130,107,,,7.5
6180,3236.13,3455.80,0.09,0.07,0.06,0.06,0.04,0.07,0.05,0.07,0.05,0.05,0.03,0.03,0.04,0.05,0.03,0.02,0.00,0.00,,,,,668,,"1,370",585,,,5.4
6181,308.09,498.00,0.06,0.08,0.09,0.11,0.06,0.02,0.03,0.07,0.08,0.12,0.10,0.04,0.04,0.04,0.04,0.03,0.00,0.00,,,,,,,,,308,,9.0
6182,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
6207,1007.93,781.00,0.05,0.10,0.11,0.07,0.03,0.03,0.04,0.06,0.07,0.08,0.08,0.06,0.08,0.10,0.02,0.02,0.00,0.01,,,,,359,311,,338,,,6.3
6208,12217.54,9625.56,0.05,0.08,0.08,0.03,0.09,0.12,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.06,0.06,0.05,0.02,0.02,"1,888","1,455","1,240",555,594,"2,214","1,883",234,,,3.4
6209,1378.32,1924.00,0.03,0.05,0.04,0.04,0.02,0.03,0.08,0.06,0.06,0.06,0.12,0.08,0.05,0.05,0.08,0.09,0.03,0.03,407,183,,,153,487,148,,,,4.0
6210,72560.38,60980.00,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.05,0.04,0.03,0.02,"8,976","13,706","8,189","5,112","4,970","8,353","6,149","11,457","4,832",346,4.7
6211,6819.75,5520.36,0.06,0.06,0.06,0.04,0.04,0.06,0.04,0.04,0.07,0.06,0.12,0.08,0.13,0.07,0.03,0.03,0.01,0.01,,369,815,"1,998",182,"2,023",258,956,212,,5.2
6213,755.83,699.06,0.06,0.08,0.04,0.04,0.01,0.05,0.09,0.06,0.05,0.09,0.11,0.08,0.13,0.03,0.02,0.03,0.02,0.01,,392,,,,364,,,,,3.9
6214,622.46,536.00,0.05,0.11,0.12,0.06,0.01,0.05,0.04,0.07,0.09,0.09,0.06,0.07,0.07,0.06,0.03,0.01,0.02,0.01,,,,208,194,220,,,,,5.0
6215,3794.84,3569.00,0.09,0.06,0.14,0.05,0.03,0.08,0.06,0.04,0.10,0.07,0.04,0.06,0.05,0.03,0.04,0.03,0.02,0.02,395,"1,083",412,796,,"1,107",,,,,3.6
6218,648.79,623.00,0.08,0.07,0.07,0.12,0.05,0.07,0.07,0.06,0.08,0.13,0.05,0.04,0.04,0.05,0.01,0.01,0.01,0.01,481,,,,,,168,,,,2.6
6220,4774.97,4396.65,0.05,0.06,0.06,0.12,0.04,0.05,0.07,0.06,0.07,0.13,0.06,0.06,0.06,0.04,0.03,0.02,0.02,0.01,772,790,377,815,324,388,"1,310",,,,4.2
6221,288.80,262.00,0.06,0.06,0.09,0.11,0.04,0.07,0.07,0.06,0.11,0.14,0.06,0.06,0.04,0.03,0.02,0.01,0.00,0.00,,,,,249,,40,,,,5.3
6223,255.44,204.00,0.06,0.06,0.10,0.10,0.03,0.08,0.08,0.06,0.11,0.13,0.05,0.06,0.04,0.03,0.02,0.01,0.00,0.00,,,,,255,,,,,,5.0
6224,1207.43,1209.00,0.05,0.08,0.10,0.09,0.04,0.06,0.06,0.05,0.07,0.14,0.06,0.06,0.04,0.03,0.03,0.02,0.01,0.00,,806,,,401,,,,,,3.0
6225,9921.51,9412.44,0.05,0.05,0.05,0.03,0.04,0.06,0.12,0.04,0.07,0.12,0.09,0.10,0.05,0.06,0.02,0.01,0.01,0.03,"1,452","1,929","1,289","1,684","1,039","1,887",480,96,,,3.7
6226,672.62,613.00,0.05,0.07,0.08,0.12,0.04,0.05,0.07,0.06,0.08,0.16,0.08,0.09,0.04,0.02,0.00,0.00,0.00,0.00,,,,,,,,673,,,8.0
6227,754.40,695.09,0.08,0.08,0.03,0.04,0.04,0.09,0.06,0.08,0.07,0.05,0.03,0.09,0.03,0.02,0.14,0.04,0.02,0.01,,,,,211,543,,,,,5.7
6228,255.65,225.91,0.06,0.06,0.01,0.03,0.04,0.07,0.07,0.08,0.05,0.07,0.05,0.11,0.06,0.04,0.16,0.03,0.02,0.01,,,,,256,,,,,,5.0
6229,218.63,133.00,0.10,0.07,0.05,0.05,0.08,0.10,0.09,0.07,0.05,0.06,0.05,0.08,0.04,0.02,0.09,0.02,0.02,0.01,,,98,,120,,,,,,4.1
6230,44001.34,40581.85,0.08,0.08,0.08,0.06,0.05,0.08,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.05,0.02,0.02,0.01,0.02,"5,602","2,367","5,761","6,210","4,882","5,675","4,749","4,225","2,166","1,613",4.9
6232,10454.89,9454.86,0.09,0.06,0.07,0.06,0.03,0.05,0.07,0.06,0.07,0.11,0.08,0.05,0.04,0.06,0.04,0.02,0.02,0.03,,,883,713,"2,305","1,734",,410,"4,411",,6.7
6233,17735.88,15916.53,0.10,0.11,0.09,0.06,0.04,0.07,0.08,0.07,0.08,0.07,0.05,0.05,0.04,0.05,0.02,0.02,0.01,0.01,72,,821,"1,722",954,"4,732","1,879","6,013","1,162",375,6.7
6236,2058.09,1942.12,0.03,0.06,0.07,0.05,0.04,0.04,0.04,0.06,0.07,0.09,0.07,0.11,0.05,0.02,0.16,0.03,0.02,0.01,,,,441,,302,362,953,,,6.7
6237,2512.20,2412.00,0.06,0.08,0.09,0.04,0.04,0.04,0.09,0.09,0.05,0.06,0.09,0.09,0.06,0.07,0.03,0.02,0.01,0.01,,,,294,474,125,991,629,,,6.5
6239,4122.24,3937.00,0.05,0.06,0.07,0.02,0.06,0.08,0.06,0.03,0.04,0.06,0.11,0.10,0.06,0.05,0.04,0.04,0.07,0.02,251,261,853,288,218,962,750,539,,,5.1
6240,139.72,139.00,0.07,0.08,0.06,0.00,0.05,0.08,0.06,0.02,0.02,0.08,0.10,0.13,0.06,0.08,0.03,0.01,0.06,0.01,,,,,,,140,,,,7.0
6243,72.87,73.00,0.12,0.08,0.08,0.06,0.05,0.04,0.06,0.07,0.08,0.03,0.05,0.06,0.05,0.08,0.03,0.05,0.01,0.00,,,,5,,67,,,,,5.9
6244,1539.68,1385.88,0.10,0.07,0.04,0.06,0.04,0.05,0.06,0.08,0.06,0.04,0.09,0.06,0.07,0.06,0.03,0.07,0.02,0.02,,400,,,486,138,29,486,,,5.3
6251,393.94,346.00,0.05,0.05,0.07,0.02,0.05,0.07,0.05,0.03,0.04,0.08,0.11,0.11,0.07,0.06,0.03,0.03,0.07,0.01,,,,326,,68,,,,,4.3
6252,186.58,135.00,0.05,0.05,0.07,0.02,0.05,0.08,0.05,0.03,0.04,0.09,0.10,0.11,0.06,0.07,0.03,0.03,0.07,0.01,,,,187,,,,,,,4.0
6253,655.09,567.00,0.04,0.03,0.05,0.00,0.03,0.06,0.03,0.01,0.04,0.05,0.12,0.14,0.12,0.11,0.06,0.03,0.07,0.02,,,276,8,,371,,,,,4.7
6254,429.04,506.00,0.10,0.08,0.04,0.08,0.06,0.06,0.04,0.05,0.06,0.03,0.09,0.07,0.07,0.05,0.05,0.05,0.02,0.01,271,,,,158,,,,,,2.5
6255,3814.38,3593.00,0.09,0.08,0.05,0.08,0.05,0.04,0.05,0.06,0.06,0.04,0.08,0.07,0.08,0.07,0.03,0.06,0.01,0.01,,471,789,587,101,"1,866",,,,,4.6
6256,376.27,317.00,0.07,0.08,0.07,0.08,0.03,0.02,0.02,0.07,0.04,0.07,0.09,0.10,0.07,0.08,0.03,0.06,0.02,0.01,,,,,41,335,,,,,5.9
6258,6647.63,6417.00,0.04,0.07,0.09,0.07,0.04,0.04,0.05,0.04,0.05,0.06,0.05,0.06,0.05,0.05,0.10,0.08,0.05,0.03,"1,151","1,479","1,003",469,"1,399",743,,403,,,3.6
6260,1288.68,1517.00,0.05,0.07,0.08,0.05,0.04,0.05,0.06,0.05,0.07,0.06,0.05,0.11,0.10,0.06,0.02,0.03,0.04,0.03,209,,391,,37,214,242,195,,,4.7
6262,1095.13,727.00,0.04,0.06,0.04,0.02,0.03,0.04,0.04,0.02,0.09,0.07,0.08,0.13,0.12,0.09,0.04,0.04,0.04,0.01,,281,814,,,,,,,,2.7
6271,3128.93,2919.00,0.08,0.08,0.07,0.03,0.04,0.06,0.12,0.12,0.06,0.05,0.07,0.06,0.06,0.06,0.01,0.03,0.01,0.01,,762,853,,,"1,119",395,,,,4.3
6275,1278.52,1260.00,0.05,0.05,0.04,0.03,0.04,0.05,0.05,0.03,0.06,0.06,0.05,0.14,0.13,0.10,0.05,0.02,0.03,0.02,,400,,,864,14,,,,,4.1
6280,25620.82,23594.44,0.06,0.08,0.08,0.06,0.03,0.03,0.05,0.06,0.07,0.07,0.06,0.08,0.08,0.08,0.04,0.03,0.02,0.02,"1,826","3,220","2,270","2,205","3,245","2,444","6,890","2,769",747,,5.1
6281,6551.03,5474.22,0.08,0.08,0.06,0.03,0.04,0.09,0.10,0.09,0.09,0.06,0.03,0.04,0.06,0.06,0.03,0.04,0.01,0.01,,,,,262,"1,750",660,"1,512","1,993",375,7.7
6282,1440.65,1249.00,0.08,0.08,0.05,0.03,0.03,0.05,0.08,0.09,0.10,0.08,0.06,0.07,0.09,0.05,0.03,0.04,0.00,0.01,,,,,,,456,313,320,352,8.4
6284,1675.85,1486.00,0.09,0.08,0.06,0.03,0.06,0.06,0.10,0.09,0.08,0.06,0.05,0.05,0.04,0.06,0.09,0.01,0.01,0.00,,,,,,563,361,752,,,7.1
6285,8610.35,7639.05,0.07,0.07,0.06,0.03,0.05,0.11,0.09,0.09,0.07,0.07,0.04,0.07,0.06,0.06,0.04,0.02,0.01,0.01,,441,"1,508",463,327,"1,606","2,625","1,640",,,5.8
6286,671.08,583.00,0.04,0.03,0.02,0.03,0.07,0.05,0.05,0.06,0.07,0.09,0.08,0.10,0.10,0.07,0.11,0.02,0.00,0.01,,,,,,410,251,,,,6.3
6288,529.09,472.00,0.03,0.04,0.05,0.04,0.07,0.05,0.04,0.05,0.04,0.08,0.10,0.06,0.11,0.10,0.11,0.01,0.01,0.00,,,,,218,312,,,,,5.6
6290,1662.48,1590.00,0.03,0.03,0.04,0.02,0.07,0.05,0.04,0.03,0.04,0.06,0.08,0.06,0.09,0.11,0.14,0.05,0.03,0.04,,446,603,272,196,145,,,,,3.4
6302,3417.02,3409.00,0.03,0.02,0.03,0.06,0.03,0.02,0.05,0.02,0.07,0.06,0.12,0.07,0.26,0.05,0.02,0.02,0.05,0.04,,,"1,590",484,292,260,473,317,,,4.6
6304,1680.02,1552.00,0.03,0.03,0.03,0.03,0.02,0.01,0.04,0.02,0.08,0.05,0.11,0.08,0.27,0.06,0.04,0.02,0.05,0.04,541,308,,,,831,,,,,3.7
6306,1076.69,997.00,0.06,0.04,0.04,0.04,0.11,0.03,0.02,0.12,0.06,0.04,0.04,0.06,0.06,0.07,0.08,0.07,0.03,0.04,,540,,,,,466,71,,,4.6
6308,1730.58,1619.00,0.05,0.05,0.04,0.05,0.11,0.04,0.01,0.13,0.06,0.05,0.06,0.06,0.06,0.06,0.08,0.06,0.02,0.02,883,,,,50,432,366,,,,3.6
6309,265.71,265.00,0.08,0.05,0.01,0.05,0.04,0.09,0.10,0.06,0.13,0.02,0.04,0.07,0.08,0.11,0.04,0.01,0.03,0.02,,,,,266,,,,,,5.0
6311,588.98,615.00,0.08,0.04,0.05,0.06,0.04,0.06,0.12,0.04,0.14,0.05,0.03,0.03,0.07,0.11,0.03,0.03,0.02,0.01,,,,352,11,226,,,,,4.8
6312,5228.67,4877.00,0.05,0.10,0.08,0.12,0.05,0.07,0.08,0.07,0.07,0.07,0.05,0.04,0.03,0.02,0.03,0.03,0.02,0.03,"1,488",,,"1,688",705,575,172,33,567,,4.2
6313,268.78,245.00,0.07,0.03,0.04,0.05,0.05,0.09,0.12,0.04,0.15,0.03,0.05,0.05,0.06,0.11,0.02,0.02,0.02,0.00,,,,,,269,,,,,6.0
6315,2196.68,2014.00,0.08,0.04,0.04,0.03,0.05,0.08,0.13,0.04,0.11,0.02,0.04,0.04,0.06,0.11,0.04,0.03,0.03,0.03,275,880,,237,,,784,21,,,3.9
6316,481.18,372.00,0.08,0.07,0.09,0.05,0.01,0.04,0.05,0.04,0.09,0.10,0.06,0.07,0.06,0.07,0.03,0.07,0.01,0.02,,,,,481,,,,,,5.0
6317,4336.67,4176.50,0.08,0.06,0.08,0.08,0.03,0.04,0.04,0.06,0.08,0.07,0.05,0.06,0.07,0.06,0.03,0.07,0.02,0.02,"1,080","2,070",,239,380,,,568,,,2.9
6318,627.92,510.50,0.11,0.08,0.09,0.06,0.07,0.09,0.05,0.06,0.08,0.06,0.10,0.04,0.04,0.01,0.01,0.03,0.02,0.02,,370,,,,,,160,98,,4.6
6320,483.56,607.00,0.12,0.10,0.07,0.04,0.07,0.10,0.06,0.06,0.06,0.05,0.10,0.02,0.02,0.02,0.03,0.04,0.01,0.04,268,,,,,,,92,123,,4.4
6321,511.96,475.00,0.10,0.08,0.06,0.05,0.09,0.08,0.04,0.05,0.06,0.03,0.10,0.03,0.03,0.05,0.04,0.06,0.03,0.04,305,,,,207,,,,,,2.6
6322,224.45,234.00,0.09,0.07,0.04,0.06,0.08,0.08,0.02,0.05,0.08,0.01,0.12,0.05,0.07,0.05,0.03,0.05,0.01,0.03,,,,,224,,,,,,5.0
6323,1101.58,990.00,0.05,0.05,0.05,0.08,0.01,0.07,0.02,0.11,0.03,0.04,0.06,0.16,0.04,0.16,0.06,0.02,0.01,0.01,510,,,258,334,,,,,,2.9
6324,3399.07,3295.00,0.05,0.04,0.04,0.09,0.04,0.08,0.02,0.11,0.03,0.04,0.06,0.11,0.06,0.11,0.05,0.03,0.02,0.03,865,612,,621,277,605,420,,,,3.7
6326,555.90,503.00,0.03,0.03,0.01,0.10,0.02,0.07,0.04,0.10,0.02,0.05,0.08,0.16,0.07,0.13,0.05,0.03,0.00,0.01,,,,,297,259,,,,,5.5
6327,268.69,244.00,0.09,0.07,0.07,0.09,0.02,0.05,0.12,0.08,0.07,0.05,0.02,0.08,0.05,0.00,0.02,0.06,0.05,0.02,,,,,269,,,,,,5.0
6328,437.25,392.00,0.06,0.11,0.07,0.05,0.02,0.07,0.12,0.08,0.06,0.02,0.06,0.08,0.01,0.05,0.05,0.05,0.03,0.02,,,,,263,,174,,,,5.8
6330,35521.49,33065.21,0.07,0.07,0.07,0.08,0.03,0.05,0.08,0.07,0.05,0.04,0.06,0.07,0.07,0.06,0.07,0.04,0.02,0.02,"3,691","2,984","3,300","6,446","6,620","3,382","7,231",785,492,242,4.6
6333,5699.76,5229.00,0.05,0.05,0.08,0.05,0.02,0.05,0.07,0.05,0.08,0.09,0.06,0.04,0.09,0.11,0.06,0.03,0.01,0.01,202,741,515,"1,278",822,287,"1,257",595,,,4.9
6335,692.61,764.00,0.07,0.03,0.05,0.07,0.08,0.02,0.02,0.03,0.01,0.02,0.06,0.31,0.09,0.06,0.02,0.02,0.02,0.02,,334,,205,,,154,,,,3.7
6336,422.38,302.00,0.01,0.04,0.05,0.06,0.07,0.02,0.04,0.02,0.03,0.06,0.05,0.33,0.13,0.07,0.03,0.01,0.00,0.00,,,,359,,,,63,,,4.6
6337,561.03,551.00,0.04,0.02,0.04,0.08,0.08,0.04,0.03,0.04,0.03,0.06,0.07,0.31,0.10,0.05,0.01,0.02,0.00,0.00,,,,291,,,3,267,,,5.9
6338,769.60,679.00,0.02,0.02,0.04,0.05,0.07,0.03,0.01,0.03,0.04,0.04,0.07,0.32,0.12,0.08,0.02,0.03,0.02,0.00,,,252,,,,104,242,171,,6.5
6341,318.21,280.00,0.05,0.03,0.03,0.06,0.07,0.04,0.06,0.06,0.04,0.01,0.04,0.31,0.13,0.04,0.02,0.01,0.01,0.00,,,,,,,318,,,,7.0
6343,229.02,241.00,0.05,0.03,0.04,0.05,0.05,0.00,0.07,0.06,0.01,0.04,0.06,0.29,0.12,0.06,0.05,0.01,0.02,0.00,,,,,,,,229,,,8.0
6346,649.93,925.00,0.06,0.08,0.04,0.01,0.06,0.08,0.10,0.07,0.06,0.05,0.08,0.07,0.09,0.05,0.05,0.06,0.01,0.01,,,121,138,,147,237,,,,5.3
6348,1037.98,1070.00,0.08,0.09,0.04,0.00,0.04,0.06,0.10,0.07,0.06,0.03,0.07,0.07,0.09,0.06,0.06,0.06,0.01,0.01,,,156,,,,881,,,,6.4
6350,281.28,294.00,0.05,0.03,0.04,0.07,0.04,0.07,0.06,0.05,0.04,0.06,0.08,0.09,0.05,0.08,0.08,0.06,0.02,0.03,,186,,,,,,95,,,4.0
6351,69.61,76.00,0.08,0.06,0.04,0.06,0.04,0.09,0.09,0.05,0.04,0.09,0.06,0.07,0.06,0.04,0.06,0.04,0.02,0.00,,,,,,,,70,,,8.0
6352,142.77,149.00,0.08,0.06,0.04,0.06,0.04,0.09,0.09,0.05,0.04,0.09,0.06,0.07,0.06,0.04,0.06,0.04,0.02,0.00,,,,,,,,143,,,8.0
6353,791.63,793.00,0.06,0.05,0.05,0.08,0.05,0.06,0.07,0.04,0.06,0.10,0.05,0.07,0.08,0.06,0.05,0.04,0.02,0.01,,,,231,265,,43,253,,,5.8
6355,548.79,514.00,0.09,0.07,0.02,0.05,0.06,0.08,0.07,0.03,0.06,0.10,0.08,0.09,0.06,0.04,0.05,0.02,0.02,0.00,,153,,,,,136,260,,,6.1
6356,136.43,126.00,0.10,0.05,0.02,0.06,0.05,0.10,0.09,0.04,0.08,0.08,0.08,0.10,0.05,0.03,0.04,0.02,0.01,0.01,,,,,,,,136,,,8.0
6357,104.70,102.00,0.07,0.10,0.07,0.05,0.03,0.06,0.09,0.04,0.07,0.10,0.04,0.07,0.08,0.04,0.04,0.04,0.01,0.00,,,,,,,,105,,,8.0
6358,129.00,115.00,0.07,0.04,0.03,0.08,0.05,0.07,0.04,0.03,0.02,0.10,0.10,0.10,0.09,0.05,0.05,0.04,0.02,0.02,,,,,,,129,,,,7.0
6359,541.60,558.00,0.05,0.03,0.02,0.05,0.09,0.13,0.11,0.06,0.07,0.06,0.05,0.05,0.07,0.06,0.07,0.02,0.01,0.01,,,,,169,339,,34,,,5.8
6361,132.13,112.00,0.10,0.05,0.06,0.08,0.04,0.09,0.05,0.00,0.09,0.16,0.09,0.03,0.05,0.06,0.01,0.01,0.01,0.02,,,,,,,,132,,,8.0
6363,160.27,92.00,0.04,0.06,0.06,0.03,0.03,0.04,0.07,0.04,0.08,0.15,0.03,0.11,0.11,0.07,0.05,0.01,0.01,0.03,,,,,,,,160,,,8.0
6365,606.53,538.00,0.07,0.05,0.07,0.05,0.05,0.06,0.07,0.04,0.07,0.09,0.03,0.08,0.09,0.07,0.05,0.03,0.02,0.03,,297,,,,,,309,,,5.1
